Station,gantry,Latitude,Longitude,Lane Count,Month,ClimateType,Estimated Monthly Consumption (kWh)
員林,01F-183.9SN,24.130767,120.617247,3.0,4,1,1817.5
員林,01F-183.9SN,24.130767,120.617247,3.0,5,1,1817.5
員林,01F-183.9SN,24.130767,120.617247,3.0,6,1,1920.0
員林,01F-183.9SN,24.130767,120.617247,3.0,7,1,1920.0
員林,01F-183.9SN,24.130767,120.617247,3.0,8,1,1892.5
員林,01F-183.9SN,24.130767,120.617247,3.0,9,1,1892.5
員林,01F-183.9SN,24.130767,120.617247,3.0,10,1,1741.0
員林,01F-183.9SN,24.130767,120.617247,3.0,11,1,1741.0
員林,01F-190.6SN,24.113572,120.568131,3.0,4,1,1761.5
員林,01F-190.6SN,24.113572,120.568131,3.0,5,1,1761.5
員林,01F-190.6SN,24.113572,120.568131,3.0,6,1,2001.0
員林,01F-190.6SN,24.113572,120.568131,3.0,7,1,2001.0
員林,01F-190.6SN,24.113572,120.568131,3.0,8,1,1819.5
員林,01F-190.6SN,24.113572,120.568131,3.0,9,1,1819.5
員林,01F-190.6SN,24.113572,120.568131,3.0,10,1,1881.5
員林,01F-190.6SN,24.113572,120.568131,3.0,11,1,1881.5
員林,01F-196.0SN,24.085622,120.52785,4.0,3,1,2121.5
員林,01F-196.0SN,24.085622,120.52785,4.0,4,1,2121.5
員林,01F-196.0SN,24.085622,120.52785,4.0,5,1,1959.5
員林,01F-196.0SN,24.085622,120.52785,4.0,6,1,1959.5
員林,01F-196.0SN,24.085622,120.52785,4.0,7,1,2207.5
員林,01F-196.0SN,24.085622,120.52785,4.0,8,1,2207.5
員林,01F-196.0SN,24.085622,120.52785,4.0,9,1,2065.5
員林,01F-196.0SN,24.085622,120.52785,4.0,10,1,2065.5
員林,01F-201.1SN,24.040639,120.522786,3.0,4,1,1819.5
員林,01F-201.1SN,24.040639,120.522786,3.0,5,1,1819.5
員林,01F-201.1SN,24.040639,120.522786,3.0,6,1,1916.0
員林,01F-201.1SN,24.040639,120.522786,3.0,7,1,1916.0
員林,01F-201.1SN,24.040639,120.522786,3.0,8,1,1906.0
員林,01F-201.1SN,24.040639,120.522786,3.0,9,1,1906.0
員林,01F-201.1SN,24.040639,120.522786,3.0,10,1,1757.0
員林,01F-201.1SN,24.040639,120.522786,3.0,11,1,1757.0
員林,01F-208.9SN,23.971794,120.506117,3.0,4,1,1764.0
員林,01F-208.9SN,23.971794,120.506117,3.0,5,1,1764.0
員林,01F-208.9SN,23.971794,120.506117,3.0,6,1,1833.5
員林,01F-208.9SN,23.971794,120.506117,3.0,7,1,1833.5
員林,01F-208.9SN,23.971794,120.506117,3.0,8,1,1728.0
員林,01F-208.9SN,23.971794,120.506117,3.0,9,1,1728.0
員林,01F-208.9SN,23.971794,120.506117,3.0,10,1,1827.5
員林,01F-208.9SN,23.971794,120.506117,3.0,11,1,1827.5
員林,01F-215.6SN,23.912769,120.49765,3.0,3,1,1634.0
員林,01F-215.6SN,23.912769,120.49765,3.0,4,1,1634.0
員林,01F-215.6SN,23.912769,120.49765,3.0,5,1,1663.0
員林,01F-215.6SN,23.912769,120.49765,3.0,6,1,1663.0
員林,01F-215.6SN,23.912769,120.49765,3.0,7,1,1736.5
員林,01F-215.6SN,23.912769,120.49765,3.0,8,1,1736.5
員林,01F-215.6SN,23.912769,120.49765,3.0,9,1,1691.5
員林,01F-215.6SN,23.912769,120.49765,3.0,10,1,1691.5
員林,01F-224.9SN,23.830569,120.484881,3.0,4,1,1675.0
員林,01F-224.9SN,23.830569,120.484881,3.0,5,1,1675.0
員林,01F-224.9SN,23.830569,120.484881,3.0,6,1,1767.5
員林,01F-224.9SN,23.830569,120.484881,3.0,7,1,1767.5
員林,01F-224.9SN,23.830569,120.484881,3.0,8,1,1733.0
員林,01F-224.9SN,23.830569,120.484881,3.0,9,1,1733.0
員林,01F-224.9SN,23.830569,120.484881,3.0,10,1,1573.0
員林,01F-224.9SN,23.830569,120.484881,3.0,11,1,1573.0
員林,01F-232.2SN,23.766328,120.469342,3.0,3,0,1689.0
員林,01F-232.2SN,23.766328,120.469342,3.0,4,0,1689.0
員林,01F-232.2SN,23.766328,120.469342,3.0,5,0,1522.5
員林,01F-232.2SN,23.766328,120.469342,3.0,6,0,1522.5
