,Station,gantry,Latitude,Longitude,Equipment Lane Count,Lane Count,Billing Month,Electricity Consumption (kWh),Feeder Line Category,Power Outage Group,Billing Period (Start),Billing Period (End),Lighting Usage Category,Number of Usage Days Last Year (Second Half),Billed kWh - Regular (Peak),Number of Usage Days Same Period Last Year,Average Electricity Consumption,Electricity Usage Same Period Last Year,Electricity Usage Last Year (Second Half),Number of Usage Days This Period
536,新市,01F-318.5N,23.051311,120.253025,4.0,3.0,08,3736,KY30,H,2024-06-04,2024-08-05,G08,61,3736,59,7535,3357,3691,63
537,新市,01F-318.5N,23.051311,120.253025,4.0,3.0,10,3469,KY30,H,2024-08-06,2024-10-03,G08,63,3469,61,3421,3691,3650,59
538,新市,01F-318.5N,23.051311,120.253025,4.0,3.0,12,3565,KY30,H,2024-10-04,2024-12-04,G08,62,3565,63,3480,3650,3401,62
539,田寮,03F-349.6SN,23.040203,120.325172,4.0,3.0,05,3407,KK23,H,2024-03-14,2024-05-15,G08,60,3407,58,2813,3077,3367,63
540,田寮,03F-349.6SN,23.040203,120.325172,4.0,3.0,07,3285,KK23,H,2024-05-16,2024-07-14,G08,62,3285,60,2899,3367,3336,60
541,田寮,03F-349.6SN,23.040203,120.325172,4.0,3.0,09,3487,KK23,H,2024-07-15,2024-09-15,G08,59,3487,62,2930,3336,3162,63
542,田寮,03F-349.6SN,23.040203,120.325172,4.0,3.0,11,3241,KK23,H,2024-09-16,2024-11-14,G08,64,3241,59,2411,3162,3327,60
543,田寮,03F-367.0SN,22.901969,120.354767,4.0,3.0,06,3083,K622,A,2024-04-15,2024-06-13,G08,61,3083,56,3276,3180,3134,60
544,田寮,03F-367.0SN,22.901969,120.354767,4.0,3.0,08,3149,K622,A,2024-06-14,2024-08-14,G08,64,3149,61,2961,3134,3168,62
545,田寮,03F-367.0SN,22.901969,120.354767,4.0,3.0,10,3231,K622,A,2024-08-15,2024-10-15,G08,60,3231,64,3000,3168,3036,62
546,田寮,03F-367.0SN,22.901969,120.354767,4.0,3.0,12,2920,K622,A,2024-10-16,2024-12-15,G08,67,2920,60,2675,3036,3490,61
547,田寮,03F-358.8SN,22.969758,120.340164,4.0,3.0,06,3155,KR43,H,2024-04-16,2024-06-16,G08,59,3155,56,2963,2932,3145,62
548,田寮,03F-358.8SN,22.969758,120.340164,4.0,3.0,08,3240,KR43,H,2024-06-17,2024-08-15,G08,64,3240,59,3389,3145,3168,60
549,田寮,03F-358.8SN,22.969758,120.340164,4.0,3.0,10,3157,KR43,H,2024-08-16,2024-10-16,G08,60,3157,64,3305,3168,2904,62
550,田寮,03F-358.8SN,22.969758,120.340164,4.0,3.0,12,3073,KR43,H,2024-10-17,2024-12-16,G08,67,3073,60,2486,2904,3264,61
551,新市,善化作業室,,,,,05,998,KL29,D,2024-04-02,2024-05-06, ,27,998,34,無,877,876,35
552,新市,善化作業室,,,,,06,867,KL29,D,2024-05-07,2024-06-03, ,30,867,27,無,876,1042,28
553,新市,善化作業室,,,,,07,1008,KL29,D,2024-06-04,2024-07-03, ,29,1008,30,無,1042,1112,30
554,新市,善化作業室,,,,,08,1124,KL29,D,2024-07-04,2024-08-05, ,33,1124,29,無,1112,974,33
555,新市,善化作業室,,,,,09,991,KL29,D,2024-08-06,2024-09-04, ,28,991,33,無,974,922,30
556,新市,善化作業室,,,,,10,954,KK24,E,2024-09-05,2024-10-03, ,33,954,28,無,922,1023,29
557,新市,善化作業室,,,,,11,1014,KK24,E,2024-10-04,2024-11-05, ,30,1014,33,無,1023,775,33
558,新市,善化作業室,,,,,12,734,KL29,D,2024-11-06,2024-12-04, ,35,734,30,無,775,766,29
559,田寮,03F-344.5SN,23.085272,120.329033,4.0,3.0,05,3369,KJ25,H,2024-02-27,2024-05-02,G08,61,3369,56,5864,2811,3254,66
560,田寮,03F-344.5SN,23.085272,120.329033,4.0,3.0,07,3197,KJ25,H,2024-05-03,2024-07-01,G08,62,3197,61,4690,3254,3253,60
561,田寮,03F-344.5SN,23.085272,120.329033,4.0,3.0,09,3382,KJ25,H,2024-07-02,2024-09-02,G08,59,3382,62,5365,3253,3299,63
562,田寮,03F-344.5SN,23.085272,120.329033,4.0,3.0,11,3298,KJ25,H,2024-09-03,2024-11-03,G08,63,3298,59,5524,3299,3234,62
563,田寮,03F-344.5SN,23.085272,120.329033,4.0,3.0,01,2754,KJ25,H,2024-11-04,2024-12-29,G08,61,2754,63,5273,3234,3079,56
564,新市,03F-339.2N,23.132064,120.333711,4.0,3.0,06,3402,KL26,E,2024-04-10,2024-06-10,D12,59,3402,56,無,3209,3370,62
565,新市,03F-339.2N,23.132064,120.333711,4.0,3.0,08,3442,KL26,E,2024-06-11,2024-08-11,D12,62,3442,59,無,3370,3490,62
566,新市,03F-339.2N,23.132064,120.333711,4.0,3.0,10,3259,KL26,E,2024-08-12,2024-10-10,D12,62,3259,62,無,3490,3261,60
567,新市,03F-339.2N,23.132064,120.333711,4.0,3.0,12,3322,KL26,E,2024-10-11,2024-12-10,D12,62,3322,62,無,3261,3287,61
568,新市,01F-312.6S,23.104817,120.247681,4.0,3.0,05,3413,K821,A,2024-03-19,2024-05-20,G08,58,3413,58,3773,3603,3669,63
569,新市,01F-312.6S,23.104817,120.247681,4.0,3.0,07,3363,K821,A,2024-05-21,2024-07-17,G08,62,3363,58,4158,3669,3441,58
570,新市,01F-312.6S,23.104817,120.247681,4.0,3.0,09,3598,K821,A,2024-07-18,2024-09-19,G08,61,3598,62,4452,3441,3386,64
571,新市,01F-312.6S,23.104817,120.247681,4.0,3.0,11,3438,K821,A,2024-09-20,2024-11-19,G08,64,3438,61,4093,3386,3314,61
572,新市,新市作業室,,,,,05,7358,K219,A,2024-04-18,2024-05-20, ,28,7358,28,無,6156,7112,33
573,新市,新市作業室,,,,,06,6621,K219,A,2024-05-21,2024-06-18, ,30,6621,28,無,7112,8047,29
574,新市,新市作業室,,,,,07,8453,K219,A,2024-06-19,2024-07-17, ,31,8453,30,無,8047,8025,29
575,新市,新市作業室,,,,,08,8259,K219,A,2024-07-18,2024-08-19, ,31,8259,31,無,8025,8230,33
576,新市,新市作業室,,,,,09,7647,K219,A,2024-08-20,2024-09-19, ,33,7647,31,無,8230,8816,31
577,新市,新市作業室,,,,,10,6711,K219,A,2024-09-20,2024-10-20, ,28,6711,33,無,8816,6567,31
578,新市,新市作業室,,,,,11,5970,K219,A,2024-10-21,2024-11-19, ,30,5970,28,無,6567,5918,30
579,新市,新市作業室,,,,,12,5015,K219,A,2024-11-20,2024-12-18, ,34,5015,30,無,5918,5702,29
580,田寮,01F-355.9N,22.730903,120.334286,4.0,3.0,07,2249,ML24,D,2024-04-26,2024-06-25,G08,64,2249,57,1457,2111,2362,61
581,田寮,01F-355.9N,22.730903,120.334286,4.0,3.0,09,2354,ML24,D,2024-06-26,2024-08-27,G08,61,2354,64,1502,2362,2202,63
582,田寮,01F-355.9N,22.730903,120.334286,4.0,3.0,11,2307,ML24,D,2024-08-28,2024-10-28,G08,63,2307,61,1382,2202,2212,62
583,田寮,01F-355.9N,22.730903,120.334286,4.0,3.0,01,2069,ML24,D,2024-10-29,2024-12-25,G08,59,2069,63,1104,2212,2067,58
584,田寮,01F-356.1S,22.728956,120.333764,4.0,3.0,07,2325,ML33,D,2024-04-26,2024-06-25,G08,64,2325,57,1783,2075,2363,61
585,田寮,01F-356.1S,22.728956,120.333764,4.0,3.0,09,2444,ML33,D,2024-06-26,2024-08-27,G08,61,2444,64,1980,2363,2225,63
586,田寮,01F-356.1S,22.728956,120.333764,4.0,3.0,11,2380,ML33,D,2024-08-28,2024-10-28,G08,63,2380,61,1819,2225,2294,62
587,田寮,01F-356.1S,22.728956,120.333764,4.0,3.0,01,2122,ML33,D,2024-10-29,2024-12-25,G08,59,2122,63,1396,2294,2110,58
588,田寮,01F-353.5SN,22.752806,120.334056,4.0,3.0,06,3608,ML31,D,2024-04-01,2024-05-29,F02,無,3608,無,2185,無,無,59
589,田寮,01F-353.5SN,22.752806,120.334056,4.0,3.0,08,3958,ML31,D,2024-05-30,2024-08-04,F02,無,3958,無,2564,無,無,67
590,田寮,01F-353.5SN,22.752806,120.334056,4.0,3.0,10,3661,ML31,D,2024-08-05,2024-10-02,F02,34,3661,無,2081,無,1165,59
591,田寮,01F-353.5SN,22.752806,120.334056,4.0,3.0,12,3518,ML31,D,2024-10-03,2024-12-03,F02,62,3518,34,1806,1165,3359,62
592,田寮,岡山維運站,,,,,05,873,MK46,D,2024-04-03,2024-05-07, ,28,873,28,無,684,735,35
593,田寮,岡山維運站,,,,,06,672,MK46,D,2024-05-08,2024-06-04, ,32,672,28,無,735,877,28
594,田寮,岡山維運站,,,,,07,843,MK46,D,2024-06-05,2024-07-04, ,29,843,32,無,877,791,30
595,田寮,岡山維運站,,,,,08,868,MK46,D,2024-07-05,2024-08-06, ,31,868,29,無,791,803,33
596,田寮,岡山維運站,,,,,09,787,MK46,D,2024-08-07,2024-09-05, ,31,787,31,無,803,806,30
597,田寮,岡山維運站,,,,,10,802,MK46,D,2024-09-06,2024-10-06, ,30,802,31,無,806,689,31
598,田寮,岡山維運站,,,,,11,731,MK46,D,2024-10-07,2024-11-06, ,30,731,30,無,689,649,31
599,田寮,岡山維運站,,,,,12,573,MK46,D,2024-11-07,2024-12-05, ,34,573,30,無,649,668,29
600,田寮,01F-346.0SN,22.818039,120.312731,4.0,3.0,06,3512,MH45,H,2024-04-03,2024-06-04,G08,61,3512,56,4531,3065,3401,63
601,田寮,01F-346.0SN,22.818039,120.312731,4.0,3.0,08,3579,MH45,H,2024-06-05,2024-08-06,G08,62,3579,61,3724,3401,3404,63
602,田寮,01F-346.0SN,22.818039,120.312731,4.0,3.0,10,3470,MH45,H,2024-08-07,2024-10-06,G08,60,3470,62,3560,3404,3223,61
603,田寮,01F-346.0SN,22.818039,120.312731,4.0,3.0,12,3346,MH45,H,2024-10-07,2024-12-05,G08,62,3346,60,3313,3223,3296,60
604,田寮,01F-336.6SN,22.892619,120.27215,4.0,3.0,06,3713,MZ42,D,2024-04-03,2024-06-04,G08,61,3713,56,無,3326,3808,63
605,田寮,01F-336.6SN,22.892619,120.27215,4.0,3.0,08,3836,MZ42,D,2024-06-05,2024-08-06,G08,62,3836,61,無,3808,3533,63
606,田寮,01F-336.6SN,22.892619,120.27215,4.0,3.0,10,3505,MZ42,D,2024-08-07,2024-10-06,G08,60,3505,62,無,3533,3716,61
607,田寮,01F-336.6SN,22.892619,120.27215,4.0,3.0,12,3581,MZ42,D,2024-10-07,2024-12-05,G08,62,3581,60,無,3716,3514,60
608,田寮,01F-339.8SN,22.867419,120.284989,4.0,3.0,06,3778,MZ48,D,2024-04-08,2024-06-05,G08,61,3778,56,無,3608,4043,59
609,田寮,01F-339.8SN,22.867419,120.284989,4.0,3.0,08,3853,MZ48,D,2024-06-06,2024-08-07,G08,62,3853,61,無,4043,3707,63
610,田寮,01F-339.8SN,22.867419,120.284989,4.0,3.0,10,3743,MZ48,D,2024-08-08,2024-10-07,G08,62,3743,62,無,3707,3659,61
611,田寮,01F-339.8SN,22.867419,120.284989,4.0,3.0,12,3560,MZ48,D,2024-10-08,2024-12-08,G08,60,3560,62,無,3659,3845,62
612,田寮,田寮維運站,,,,,05,3134,MH49,H,2024-04-11,2024-05-13, ,28,3134,28,無,2792,3009,33
613,田寮,田寮維運站,,,,,06,2496,MH49,H,2024-05-14,2024-06-11, ,30,2496,28,無,3009,3541,29
614,田寮,田寮維運站,,,,,07,3072,MH49,H,2024-06-12,2024-07-10, ,31,3072,30,無,3541,3351,29
615,田寮,田寮維運站,,,,,08,3371,MH49,H,2024-07-11,2024-08-12, ,31,3371,31,無,3351,3460,33
616,田寮,田寮維運站,,,,,09,2811,MH49,H,2024-08-13,2024-09-11, ,29,2811,31,無,3460,3027,30
617,田寮,田寮維運站,,,,,10,2842,MH49,H,2024-09-12,2024-10-13, ,32,2842,29,無,3027,2675,32
618,田寮,田寮維運站,,,,,11,2506,MH49,H,2024-10-14,2024-11-12, ,30,2506,32,無,2675,2271,30
619,田寮,田寮維運站,,,,,12,1831,MH49,H,2024-11-13,2024-12-11, ,34,1831,30,無,2271,2337,29
620,田寮,03F-374.3SN,22.845122,120.385428,4.0,3.0,05,3272,MH49,H,2024-03-12,2024-05-13,B21,58,3272,58,無,3175,3136,63
621,田寮,03F-374.3SN,22.845122,120.385428,4.0,3.0,07,3154,MH49,H,2024-05-14,2024-07-10,B21,62,3154,58,無,3136,3150,58
622,田寮,03F-374.3SN,22.845122,120.385428,4.0,3.0,09,3614,MH49,H,2024-07-11,2024-09-11,B21,61,3614,62,無,3150,3135,63
623,田寮,03F-374.3SN,22.845122,120.385428,4.0,3.0,11,3586,MH49,H,2024-09-12,2024-11-12,B21,64,3586,61,無,3135,3209,62
624,田寮,03F-425.9N,22.477464,120.531386,3.0,2.0,06,1980,NF27,C,2024-04-17,2024-06-17,G08,59,1980,56,603,1794,1940,62
625,田寮,03F-425.9N,22.477464,120.531386,3.0,2.0,08,2015,NF27,C,2024-06-18,2024-08-18,G08,66,2015,59,598,1940,2156,62
626,田寮,03F-425.9N,22.477464,120.531386,3.0,2.0,10,1900,NF27,C,2024-08-19,2024-10-17,G08,58,1900,66,576,2156,1740,60
627,田寮,03F-425.9N,22.477464,120.531386,3.0,2.0,12,1915,NF27,C,2024-10-18,2024-12-17,G08,68,1915,58,552,1740,2044,61
628,田寮,03F-426.3S,22.474661,120.530844,3.0,2.0,06,1936,NF27,C,2024-04-17,2024-06-17,G08,59,1936,56,603,1800,1963,62
629,田寮,03F-426.3S,22.474661,120.530844,3.0,2.0,08,1925,NF27,C,2024-06-18,2024-08-18,G08,66,1925,59,598,1963,2076,62
630,田寮,03F-426.3S,22.474661,120.530844,3.0,2.0,10,1947,NF27,C,2024-08-19,2024-10-17,G08,58,1947,66,576,2076,1827,60
631,田寮,03F-426.3S,22.474661,120.530844,3.0,2.0,12,1879,NF27,C,2024-10-18,2024-12-17,G08,68,1879,58,552,1827,1973,61
632,田寮,03F-423.2SN,22.501367,120.525775,3.0,2.0,05,3107,NO30,C,2024-03-14,2024-05-15,G08,60,3107,58,3107,2971,3032,63
633,田寮,03F-423.2SN,22.501367,120.525775,3.0,2.0,07,2822,NO30,C,2024-05-16,2024-07-14,G08,62,2822,60,2822,3032,3224,60
634,田寮,03F-423.2SN,22.501367,120.525775,3.0,2.0,09,3051,NO30,C,2024-07-15,2024-09-15,G08,59,3051,62,3051,3224,3020,63
635,田寮,03F-423.2SN,22.501367,120.525775,3.0,2.0,11,2919,NO30,C,2024-09-16,2024-11-14,G08,64,2919,59,2919,3020,3111,60
636,田寮,03F-416.8N,22.557408,120.524761,3.0,2.0,07,1977,NE27,C,2024-04-29,2024-06-26,G08,60,1977,61,2547,2003,1977,59
637,田寮,03F-416.8N,22.557408,120.524761,3.0,2.0,09,2199,NE27,C,2024-06-27,2024-08-28,G08,61,2199,60,2853,1977,2007,63
638,田寮,03F-416.8N,22.557408,120.524761,3.0,2.0,11,2097,NE27,C,2024-08-29,2024-10-29,G08,63,2097,61,2658,2007,1990,62
639,田寮,03F-416.8N,22.557408,120.524761,3.0,2.0,01,1913,NE27,C,2024-10-30,2024-12-26,G08,61,1913,63,2175,1990,1907,58
640,田寮,03F-416.8S,22.557186,120.524558,3.0,2.0,07,2001,NE27,C,2024-04-29,2024-06-26,G08,60,2001,61,2547,2026,1991,59
641,田寮,03F-416.8S,22.557186,120.524558,3.0,2.0,09,2167,NE27,C,2024-06-27,2024-08-28,G08,61,2167,60,2853,1991,2014,63
642,田寮,03F-416.8S,22.557186,120.524558,3.0,2.0,11,2080,NE27,C,2024-08-29,2024-10-29,G08,63,2080,61,2658,2014,2001,62
643,田寮,03F-416.8S,22.557186,120.524558,3.0,2.0,01,1940,NE27,C,2024-10-30,2024-12-26,G08,61,1940,63,2175,2001,1922,58
644,田寮,03F-414.2SN,22.579586,120.526161,3.0,2.0,06,3131,NE31,C,2024-04-03,2024-06-04,G08,61,3131,56,2212,3135,3277,63
645,田寮,03F-414.2SN,22.579586,120.526161,3.0,2.0,08,3289,NE31,C,2024-06-05,2024-08-06,G08,62,3289,61,2216,3277,3184,63
646,田寮,03F-414.2SN,22.579586,120.526161,3.0,2.0,10,2909,NE31,C,2024-08-07,2024-10-06,G08,60,2909,62,1572,3184,2818,61
647,田寮,03F-414.2SN,22.579586,120.526161,3.0,2.0,12,3017,NE31,C,2024-10-07,2024-12-05,G08,62,3017,60,1592,2818,2946,60
648,田寮,竹田維運站,,,,,05,3968,NL24,C,2024-04-09,2024-05-09, ,28,3968,28,無,4589,4479,31
649,田寮,竹田維運站,,,,,06,3140,NL24,C,2024-05-10,2024-06-06, ,30,3140,28,無,4479,4912,28
650,田寮,竹田維運站,,,,,07,4096,NL24,C,2024-06-07,2024-07-08, ,29,4096,30,無,4912,4075,32
651,田寮,竹田維運站,,,,,08,3694,NL24,C,2024-07-09,2024-08-08, ,33,3694,29,無,4075,4082,31
652,田寮,竹田維運站,,,,,09,3718,NL24,C,2024-08-09,2024-09-09, ,29,3718,33,無,4082,3739,32
653,田寮,竹田維運站,,,,,10,2947,NL24,C,2024-09-10,2024-10-08, ,30,2947,29,無,3739,3756,29
654,田寮,竹田維運站,,,,,11,3370,NL24,C,2024-10-09,2024-11-10, ,32,3370,30,無,3756,3642,33
655,田寮,竹田維運站,,,,,12,2594,NL24,C,2024-11-11,2024-12-09, ,34,2594,32,無,3642,3484,29
656,田寮,03F-402.1N,22.680347,120.563311,3.0,2.0,05,2097,NR21,B,2024-03-13,2024-05-14,G08,60,2097,58,513,1940,1934,63
657,田寮,03F-402.1N,22.680347,120.563311,3.0,2.0,07,1945,NR21,B,2024-05-15,2024-07-11,G08,60,1945,60,624,1934,2068,58
658,田寮,03F-402.1N,22.680347,120.563311,3.0,2.0,09,2115,NR21,B,2024-07-12,2024-09-12,G08,61,2115,60,710,2068,2011,63
659,田寮,03F-402.1N,22.680347,120.563311,3.0,2.0,11,2033,NR21,B,2024-09-13,2024-11-13,G08,64,2033,61,461,2011,1998,62
660,田寮,03F-398.1S,22.7058,120.539336,3.0,2.0,06,1684,NB39,A,2024-04-01,2024-05-29,G08,59,1684,61,1523,1620,1727,59
661,田寮,03F-398.1S,22.7058,120.539336,3.0,2.0,08,1825,NY32,B,2024-05-30,2024-08-04,G08,61,1825,59,1719,1727,1666,67
662,田寮,03F-398.1S,22.7058,120.539336,3.0,2.0,10,1706,NY32,B,2024-08-05,2024-10-02,G08,63,1706,61,1535,1666,1639,59
663,田寮,03F-398.1S,22.7058,120.539336,3.0,2.0,12,1667,NY32,B,2024-10-03,2024-12-03,G08,62,1667,63,1546,1639,1532,62
664,田寮,03F-398.4N,22.704642,120.541133,3.0,2.0,06,1876,NY25,B,2024-04-01,2024-05-29,G08,59,1876,61,1523,1709,1800,59
665,田寮,03F-398.4N,22.704642,120.541133,3.0,2.0,08,1967,NY25,B,2024-05-30,2024-08-04,G08,61,1967,59,1719,1800,1828,67
666,田寮,03F-398.4N,22.704642,120.541133,3.0,2.0,10,1803,NY25,B,2024-08-05,2024-10-02,G08,63,1803,61,1535,1828,1740,59
667,田寮,03F-398.4N,22.704642,120.541133,3.0,2.0,12,1778,NY25,B,2024-10-03,2024-12-03,G08,62,1778,63,1546,1740,1718,62
668,田寮,03F-401.8S,22.682775,120.563086,3.0,2.0,05,2201,NR30,B,2024-03-08,2024-05-09,G08,58,2201,60,1702,2153,2056,63
669,田寮,03F-401.8S,22.682775,120.563086,3.0,2.0,07,2063,NR30,B,2024-05-10,2024-07-08,G08,62,2063,58,1787,2056,2309,60
670,田寮,03F-401.8S,22.682775,120.563086,3.0,2.0,09,2205,NR30,B,2024-07-09,2024-09-09,G08,59,2205,62,1937,2309,2197,63
671,田寮,03F-401.8S,22.682775,120.563086,3.0,2.0,11,2115,NR30,B,2024-09-10,2024-11-10,G08,66,2115,59,1783,2197,2458,62
672,田寮,03F-391.6SN,22.749792,120.496839,3.0,3.0,05,3397,NC23,B,2024-03-13,2024-05-14,F04,60,3397,58,1344,3165,3331,63
673,田寮,03F-391.6SN,22.749792,120.496839,3.0,3.0,07,3213,NC23,B,2024-05-15,2024-07-11,F04,60,3213,60,1417,3331,3344,58
674,田寮,03F-391.6SN,22.749792,120.496839,3.0,3.0,09,3442,NC23,B,2024-07-12,2024-09-12,F04,61,3442,60,1419,3344,3373,63
675,田寮,03F-391.6SN,22.749792,120.496839,3.0,3.0,11,3349,NC23,B,2024-09-13,2024-11-13,F04,64,3349,61,1195,3373,3340,62
676,泰山,01F-024.8S,25.07763056,121.5166028,5.0,4.0,05,2634,TR40,H,2024-03-05,2024-05-06,B21,57,2634,58,2634,2359,2458,63
677,泰山,01F-024.8S,25.07763056,121.5166028,5.0,4.0,07,2498,TR40,H,2024-05-07,2024-07-03,B21,62,2498,57,2498,2458,2772,58
678,泰山,01F-024.8S,25.07763056,121.5166028,5.0,4.0,09,2697,TR40,H,2024-07-04,2024-09-04,B21,61,2697,62,2697,2772,2676,63
679,泰山,01F-024.8S,25.07763056,121.5166028,5.0,4.0,11,2656,TR40,H,2024-09-05,2024-11-05,B21,65,2656,61,2656,2676,2682,62
680,樹林,03F-013.6S,25.052742,121.631281,5.0,4.0,06,2378,TX23,C,2024-04-10,2024-06-10,F04,59,2378,56,3726,2094,2295,62
681,樹林,03F-013.6S,25.052742,121.631281,5.0,4.0,08,2446,TX23,C,2024-06-11,2024-08-11,F04,62,2446,59,4929,2295,2452,62
682,樹林,03F-013.6S,25.052742,121.631281,5.0,4.0,10,2349,TX23,C,2024-08-12,2024-10-10,F04,62,2349,62,4490,2452,2349,60
683,樹林,03F-013.6S,25.052742,121.631281,5.0,4.0,12,2273,TX23,C,2024-10-11,2024-12-10,F04,62,2273,62,3162,2349,2276,61
684,樹林,03F-014.0N,25.050319,121.628156,5.0,4.0,06,2177,TX23,C,2024-04-10,2024-06-10,F04,59,2177,56,3726,1967,2191,62
685,樹林,03F-014.0N,25.050319,121.628156,5.0,4.0,08,2255,TX23,C,2024-06-11,2024-08-11,F04,62,2255,59,4929,2191,2292,62
686,樹林,03F-014.0N,25.050319,121.628156,5.0,4.0,10,2158,TX23,C,2024-08-12,2024-10-10,F04,62,2158,62,4490,2292,2186,60
687,樹林,03F-014.0N,25.050319,121.628156,5.0,4.0,12,2111,TX23,C,2024-10-11,2024-12-10,F04,62,2111,62,3162,2186,2088,61
688,樹林,03F-015.8S,25.036533,121.621386,6.0,4.0,06,2523,TJ21,C,2024-04-11,2024-06-11,F04,61,2523,56,1265,2328,2656,62
689,樹林,03F-015.8S,25.036533,121.621386,6.0,4.0,08,2637,TJ21,C,2024-06-12,2024-08-12,F04,60,2637,61,1575,2656,2589,62
690,樹林,03F-015.8S,25.036533,121.621386,6.0,4.0,10,2589,TJ21,C,2024-08-13,2024-10-13,F04,62,2589,60,1356,2589,2537,62
691,樹林,03F-015.8S,25.036533,121.621386,6.0,4.0,12,2357,TJ21,C,2024-10-14,2024-12-11,F04,62,2357,62,1253,2537,2428,59
692,樹林,03F-015.0N,25.042389,121.624789,5.0,5.0,06,2368,TJ28,C,2024-04-12,2024-06-12,F04,61,2368,56,2753,2116,2446,62
693,樹林,03F-015.0N,25.042389,121.624789,5.0,5.0,08,2463,TJ28,C,2024-06-13,2024-08-13,F04,64,2463,61,3502,2446,2525,62
694,樹林,03F-015.0N,25.042389,121.624789,5.0,5.0,10,2461,TJ28,C,2024-08-14,2024-10-14,F04,58,2461,64,3439,2525,2156,62
695,樹林,03F-015.0N,25.042389,121.624789,5.0,5.0,12,2218,TJ28,C,2024-10-15,2024-12-12,F04,69,2218,58,2217,2156,2473,59
696,樹林,05F-000.1N,25.035036,121.624719,4.0,3.0,06,1951,TJ21,C,2024-04-15,2024-06-13,F04,61,1951,56,1064,1802,2070,60
697,樹林,05F-000.1N,25.035036,121.624719,4.0,3.0,08,2094,TJ21,C,2024-06-14,2024-08-14,F04,64,2094,61,1261,2070,2133,62
698,樹林,05F-000.1N,25.035036,121.624719,4.0,3.0,10,2072,TJ21,C,2024-08-15,2024-10-15,F04,60,2072,64,1295,2133,1889,62
699,樹林,05F-000.1N,25.035036,121.624719,4.0,3.0,12,1924,TJ21,C,2024-10-16,2024-12-15,F04,67,1924,60,962,1889,2069,61
700,樹林,05F-000.0S,25.035183,121.623019,4.0,3.0,06,2064,TJ21,C,2024-04-15,2024-06-13,F04,61,2064,56,1064,1986,2279,60
701,樹林,05F-000.0S,25.035183,121.623019,4.0,3.0,08,2295,TJ21,C,2024-06-14,2024-08-14,F04,64,2295,61,1261,2279,2365,62
702,樹林,05F-000.0S,25.035183,121.623019,4.0,3.0,10,2040,TJ21,C,2024-08-15,2024-10-15,F04,60,2040,64,1295,2365,2098,62
703,樹林,05F-000.0S,25.035183,121.623019,4.0,3.0,12,2019,TJ21,C,2024-10-16,2024-12-15,F04,67,2019,60,962,2098,2199,61
704,泰山,01F-014.7SN,25.06564444,121.6135194,3.0,2.0,06,3219,TA35,H,2024-04-02,2024-06-03,B21,59,3219,61,3219,3001,3120,63
705,泰山,01F-014.7SN,25.06564444,121.6135194,3.0,2.0,08,3305,TA35,H,2024-06-04,2024-08-05,B21,61,3305,59,3305,3120,3179,63
706,泰山,01F-014.7SN,25.06564444,121.6135194,3.0,2.0,10,3061,TA35,H,2024-08-06,2024-10-03,B21,63,3061,61,3061,3179,3130,59
707,泰山,01F-014.7SN,25.06564444,121.6135194,3.0,2.0,12,3074,TA35,H,2024-10-04,2024-12-04,B21,62,3074,63,3074,3130,3005,62
708,泰山,01H-016.3S,25.064006,121.598733,3.0,2.0,06,2085,TC21,D,2024-04-18,2024-06-18,B21,61,2085,56,2085,1841,2110,62
709,泰山,01H-016.3S,25.064006,121.598733,3.0,2.0,08,2161,TC21,D,2024-06-19,2024-08-19,B21,64,2161,61,2161,2110,2188,62
710,泰山,01H-016.3S,25.064006,121.598733,3.0,2.0,10,2130,TC21,D,2024-08-20,2024-10-20,B21,58,2130,64,2130,2188,1867,62
711,泰山,01H-016.3S,25.064006,121.598733,3.0,2.0,12,1938,TC21,D,2024-10-21,2024-12-18,B21,68,1938,58,1938,1867,2150,59
712,泰山,01F-015.3SN,25.064911,121.607778,3.0,3.0,06,4295,TK23,H,2024-04-18,2024-06-18,B21,61,4295,56,2823,3428,3912,62
713,泰山,01F-015.3SN,25.064911,121.607778,3.0,3.0,08,3349,TK23,H,2024-06-19,2024-08-19,B21,64,3349,61,3571,3912,4066,62
714,泰山,01F-015.3SN,25.064911,121.607778,3.0,3.0,10,3361,TK23,H,2024-08-20,2024-10-20,B21,58,3361,64,3327,4066,3517,62
715,泰山,01F-015.3SN,25.064911,121.607778,3.0,3.0,12,3073,TA23,D,2024-10-21,2024-12-18,B21,68,3073,58,2140,3517,5004,59
716,泰山,01H-017.4N,25.065544,121.588044,3.0,2.0,07,2132,TC55,D,2024-04-26,2024-06-25,F04,64,2132,57,1676,1993,2312,61
717,泰山,01H-017.4N,25.065544,121.588044,3.0,2.0,09,2267,TC55,D,2024-06-26,2024-08-27,F04,61,2267,64,1780,2312,2165,63
718,泰山,01H-017.4N,25.065544,121.588044,3.0,2.0,11,2180,TC55,D,2024-08-28,2024-10-28,F04,63,2180,61,1775,2165,2109,62
719,泰山,01H-017.4N,25.065544,121.588044,3.0,2.0,01,1956,TC55,D,2024-10-29,2024-12-25,F04,59,1956,63,1623,2109,1941,58
720,泰山,01F-018.2S,25.06898611,121.5802306,4.0,2.0,05,2239,TM58,D,2024-03-04,2024-05-05,B21,57,2239,60,2490,2070,2066,63
721,泰山,01F-018.2S,25.06898611,121.5802306,4.0,2.0,07,2106,TM58,D,2024-05-06,2024-07-02,B21,62,2106,57,3062,2066,2355,58
