Station,gantry,Latitude,Longitude,Lane Count,Billing Month,Electricity Consumption (kWh),Billing Period (Start),Billing Period (End)
樹林,樹林收費站,,,,10,1204,2024-09-10,2024-10-08
樹林,樹林收費站,,,,11,1218,2024-10-09,2024-11-10
樹林,樹林收費站,,,,12,938,2024-11-11,2024-12-09
楊梅,01F-092.8SN,24.808453,121.010306,3,5,2262,2024-03-11,2024-05-12
楊梅,01F-092.8SN,24.808453,121.010306,3,7,2228,2024-05-13,2024-07-09
楊梅,01F-092.8SN,24.808453,121.010306,3,9,2502,2024-07-10,2024-09-10
楊梅,01F-092.8SN,24.808453,121.010306,3,11,2380,2024-09-11,2024-11-11
楊梅,01F-095.0S,24.789622,121.005247,3,6,3968,2024-04-11,2024-06-11
楊梅,01F-095.0S,24.789622,121.005247,3,8,4113,2024-06-12,2024-08-12
楊梅,01F-095.0S,24.789622,121.005247,3,10,4056,2024-08-13,2024-10-13
楊梅,01F-095.0S,24.789622,121.005247,3,12,3728,2024-10-14,2024-12-11
楊梅,01F-095.6N,24.783944,121.003725,3,6,2205,2024-04-17,2024-06-17
楊梅,01F-095.6N,24.783944,121.003725,3,8,2636,2024-06-18,2024-08-18
楊梅,01F-095.6N,24.783944,121.003725,3,10,2478,2024-08-19,2024-10-17
楊梅,01F-095.6N,24.783944,121.003725,3,12,2376,2024-10-18,2024-12-17
楊梅,01F-088.0SN,24.848719,121.019031,3,6,3744,2024-04-11,2024-06-11
楊梅,01F-088.0SN,24.848719,121.019031,3,8,3964,2024-06-12,2024-08-12
楊梅,01F-088.0SN,24.848719,121.019031,3,10,3990,2024-08-13,2024-10-13
楊梅,01F-088.0SN,24.848719,121.019031,3,12,3655,2024-10-14,2024-12-11
楊梅,03F-105.1SN,24.753094,120.945675,3,6,3305,2024-04-12,2024-06-12
楊梅,03F-105.1SN,24.753094,120.945675,3,8,3507,2024-06-13,2024-08-13
楊梅,03F-105.1SN,24.753094,120.945675,3,10,3449,2024-08-14,2024-10-14
楊梅,03F-105.1SN,24.753094,120.945675,3,12,3150,2024-10-15,2024-12-12
楊梅,03F-078.3SN,24.797339,121.179128,3,5,3517,2024-03-07,2024-05-08
楊梅,03F-078.3SN,24.797339,121.179128,3,7,3394,2024-05-09,2024-07-07
楊梅,03F-078.3SN,24.797339,121.179128,3,9,3738,2024-07-08,2024-09-08
楊梅,03F-078.3SN,24.797339,121.179128,3,11,3563,2024-09-09,2024-11-07
楊梅,03F-084.6SN,24.791439,121.125997,3,6,3585,2024-04-12,2024-06-12
楊梅,03F-084.6SN,24.791439,121.125997,3,8,3800,2024-06-13,2024-08-13
楊梅,03F-084.6SN,24.791439,121.125997,3,10,3685,2024-08-14,2024-10-14
楊梅,03F-084.6SN,24.791439,121.125997,3,12,3438,2024-10-15,2024-12-12
楊梅,03F-096.1SN,24.758442,121.030425,3,5,3579,2024-02-27,2024-05-02
楊梅,03F-096.1SN,24.758442,121.030425,3,7,3715,2024-05-03,2024-07-01
楊梅,03F-096.1SN,24.758442,121.030425,3,9,3794,2024-07-02,2024-09-02
楊梅,03F-096.1SN,24.758442,121.030425,3,11,3689,2024-09-03,2024-11-03
楊梅,03F-096.1SN,24.758442,121.030425,3,1,3039,2024-11-04,2024-12-29
楊梅,03F-102.2N,24.757914,120.972267,3,7,3214,2024-04-24,2024-06-23
楊梅,03F-102.2N,24.757914,120.972267,3,9,3636,2024-06-24,2024-08-25
楊梅,03F-102.2N,24.757914,120.972267,3,11,3232,2024-08-26,2024-10-24
楊梅,03F-102.2N,24.757914,120.972267,3,1,3109,2024-10-25,2024-12-23
后里,01F-104.5N,24.727131,120.951897,3,7,3477,2024-04-25,2024-06-24
后里,01F-104.5N,24.727131,120.951897,3,9,3816,2024-06-25,2024-08-26
后里,01F-104.5N,24.727131,120.951897,3,11,3592,2024-08-27,2024-10-27
后里,01F-104.5N,24.727131,120.951897,3,1,3491,2024-10-28,2024-12-24
楊梅,01F-098.0S,24.763586,120.998861,3,6,2352,2024-03-21,2024-05-21
楊梅,01F-098.0S,24.763586,120.998861,3,8,2464,2024-05-22,2024-07-23
楊梅,01F-098.0S,24.763586,120.998861,3,10,2401,2024-07-24,2024-09-22
楊梅,01F-098.0S,24.763586,120.998861,3,12,2354,2024-09-23,2024-11-21
楊梅,01F-097.9N,24.764414,120.999897,4,6,2669,2024-03-21,2024-05-21
楊梅,01F-097.9N,24.764414,120.999897,4,8,2717,2024-05-22,2024-07-23
楊梅,01F-097.9N,24.764414,120.999897,4,10,2651,2024-07-24,2024-09-22
楊梅,01F-097.9N,24.764414,120.999897,4,12,2622,2024-09-23,2024-11-21
楊梅,03F-099.6SN,24.755811,120.997269,4,6,3903,2024-03-22,2024-05-22
楊梅,03F-099.6SN,24.755811,120.997269,4,8,3964,2024-05-23,2024-07-24
楊梅,03F-099.6SN,24.755811,120.997269,4,10,4016,2024-07-25,2024-09-23
楊梅,03F-099.6SN,24.755811,120.997269,4,12,3688,2024-09-24,2024-11-24
員林,01F-183.9SN,24.130767,120.617247,3,6,3635,2024-04-12,2024-06-12
員林,01F-183.9SN,24.130767,120.617247,3,8,3840,2024-06-13,2024-08-13
員林,01F-183.9SN,24.130767,120.617247,3,10,3785,2024-08-14,2024-10-14
員林,01F-183.9SN,24.130767,120.617247,3,12,3482,2024-10-15,2024-12-12
后里,03F-186.0N,24.177831,120.548244,3,5,3586,2024-03-04,2024-05-05
后里,03F-186.0N,24.177831,120.548244,3,7,3200,2024-05-06,2024-07-02
后里,03F-186.0N,24.177831,120.548244,3,9,3817,2024-07-03,2024-09-03
后里,03F-186.0N,24.177831,120.548244,3,11,3313,2024-09-04,2024-11-04
后里,03F-177.9N,24.234647,120.593306,3,5,3480,2024-03-13,2024-05-14
后里,03F-177.9N,24.234647,120.593306,3,7,3182,2024-05-15,2024-07-11
后里,03F-177.9N,24.234647,120.593306,3,9,3527,2024-07-12,2024-09-12
后里,03F-177.9N,24.234647,120.593306,3,11,3371,2024-09-13,2024-11-13
員林,01F-180.2SN,24.163706,120.621933,3,5,3521,2024-03-18,2024-05-19
員林,01F-180.2SN,24.163706,120.621933,3,7,3565,2024-05-20,2024-07-16
員林,01F-180.2SN,24.163706,120.621933,3,9,3900,2024-07-17,2024-09-18
員林,01F-180.2SN,24.163706,120.621933,3,11,3591,2024-09-19,2024-11-18
后里,03F-165.1S,24.334719,120.635578,3,6,3345,2024-04-15,2024-06-13
后里,03F-165.1S,24.334719,120.635578,3,8,3615,2024-06-14,2024-08-14
后里,03F-165.1S,24.334719,120.635578,3,10,3440,2024-08-15,2024-10-15
后里,03F-165.1S,24.334719,120.635578,3,12,3174,2024-10-16,2024-12-15
后里,03F-163.3N,24.341119,120.651567,3,6,3313,2024-04-16,2024-06-16
后里,03F-163.3N,24.341119,120.651567,3,8,3505,2024-06-17,2024-08-15
后里,03F-163.3N,24.341119,120.651567,3,10,3364,2024-08-16,2024-10-16
后里,03F-163.3N,24.341119,120.651567,3,12,3196,2024-10-17,2024-12-16
后里,01F-162.1N,24.301186,120.697325,3,5,3383,2024-03-18,2024-05-19
后里,01F-162.1N,24.301186,120.697325,3,7,3440,2024-05-20,2024-07-16
后里,01F-162.1N,24.301186,120.697325,3,9,3632,2024-07-17,2024-09-18
后里,01F-162.1N,24.301186,120.697325,3,11,3518,2024-09-19,2024-11-18
后里,后里作業室,,,,5,4162,2024-04-17,2024-05-19
后里,后里作業室,,,,6,3764,2024-05-20,2024-06-17
后里,后里作業室,,,,7,5041,2024-06-18,2024-07-16
后里,后里作業室,,,,8,5581,2024-07-17,2024-08-18
后里,后里作業室,,,,9,4931,2024-08-19,2024-09-18
后里,后里作業室,,,,10,3985,2024-09-19,2024-10-17
后里,后里作業室,,,,11,3455,2024-10-18,2024-11-18
后里,后里作業室,,,,12,2550,2024-11-19,2024-12-17
后里,01F-166.4S,24.262647,120.691956,4,5,4144,2024-03-08,2024-05-09
后里,01F-166.4S,24.262647,120.691956,4,7,4080,2024-05-10,2024-07-08
后里,01F-166.4S,24.262647,120.691956,4,9,4302,2024-07-09,2024-09-09
后里,01F-166.4S,24.262647,120.691956,4,11,4075,2024-09-10,2024-11-10
后里,01F-169.9S,24.231536,120.686625,3,5,3800,2024-03-04,2024-05-05
后里,01F-169.9S,24.231536,120.686625,3,7,3567,2024-05-06,2024-07-02
后里,01F-169.9S,24.231536,120.686625,3,9,3898,2024-07-03,2024-09-03
后里,01F-169.9S,24.231536,120.686625,3,11,3625,2024-09-04,2024-11-04
后里,01F-157.2S,24.339147,120.72085,3,6,3339,2024-04-18,2024-06-18
后里,01F-157.2S,24.339147,120.72085,3,8,3463,2024-06-19,2024-08-19
后里,01F-157.2S,24.339147,120.72085,3,10,3310,2024-08-20,2024-10-20
后里,01F-157.2S,24.339147,120.72085,3,12,3014,2024-10-21,2024-12-18
員林,03F-206.6SN,24.070333,120.639711,3,6,3627,2024-04-02,2024-06-03
員林,03F-206.6SN,24.070333,120.639711,3,8,3690,2024-06-04,2024-08-05
員林,03F-206.6SN,24.070333,120.639711,3,10,3443,2024-08-06,2024-10-03
員林,03F-206.6SN,24.070333,120.639711,3,12,3522,2024-10-04,2024-12-04
員林,03F-207.8N,24.067958,120.651433,4,6,2494,2024-04-02,2024-06-03
員林,03F-207.8N,24.067958,120.651433,4,8,2539,2024-06-04,2024-08-05
員林,03F-207.8N,24.067958,120.651433,4,10,2359,2024-08-06,2024-10-03
員林,03F-207.8N,24.067958,120.651433,4,12,2400,2024-10-04,2024-12-04
員林,03F-207.9S,24.067778,120.652361,4,6,2561,2024-04-02,2024-06-03
員林,03F-207.9S,24.067778,120.652361,4,8,2613,2024-06-04,2024-08-05
員林,03F-207.9S,24.067778,120.652361,4,10,2422,2024-08-06,2024-10-03
員林,03F-207.9S,24.067778,120.652361,4,12,2466,2024-10-04,2024-12-04
員林,01F-190.6SN,24.113572,120.568131,3,6,3523,2024-03-27,2024-05-27
員林,01F-190.6SN,24.113572,120.568131,3,8,4002,2024-05-28,2024-07-29
員林,01F-190.6SN,24.113572,120.568131,3,10,3639,2024-07-30,2024-09-26
員林,01F-190.6SN,24.113572,120.568131,3,12,3763,2024-09-27,2024-11-27
后里,03F-171.0N,24.292881,120.601964,3,5,3601,2024-03-06,2024-05-07
后里,03F-171.0N,24.292881,120.601964,3,7,3373,2024-05-08,2024-07-04
后里,03F-171.0N,24.292881,120.601964,3,9,3726,2024-07-05,2024-09-05
后里,03F-171.0N,24.292881,120.601964,3,11,3486,2024-09-06,2024-11-06
后里,03F-173.9S,24.269464,120.590806,3,5,3435,2024-03-06,2024-05-07
后里,03F-173.9S,24.269464,120.590806,3,7,2173,2024-05-08,2024-07-04
后里,03F-173.9S,24.269464,120.590806,3,9,4561,2024-07-05,2024-09-05
后里,03F-173.9S,24.269464,120.590806,3,11,3529,2024-09-06,2024-11-06
員林,01F-177.4SN,24.184592,120.635611,3,6,1212,2024-04-10,2024-06-10
員林,01F-177.4SN,24.184592,120.635611,3,8,515,2024-06-11,2024-08-11
員林,01F-177.4SN,24.184592,120.635611,3,10,3324,2024-08-12,2024-10-10
員林,01F-177.4SN,24.184592,120.635611,3,12,2530,2024-10-11,2024-12-10
員林,03F-199.2N,24.102525,120.578747,3,6,4816,2024-03-25,2024-05-23
員林,03F-199.2N,24.102525,120.578747,3,8,5099,2024-05-24,2024-07-25
員林,03F-199.2N,24.102525,120.578747,3,10,4811,2024-07-26,2024-09-24
員林,03F-199.2N,24.102525,120.578747,3,12,4831,2024-09-25,2024-11-25
后里,03F-194.4S,24.119011,120.536692,3,6,2165,2024-03-26,2024-05-26
后里,03F-194.4S,24.119011,120.536692,3,8,2434,2024-05-27,2024-07-28
后里,03F-194.4S,24.119011,120.536692,3,10,2150,2024-07-29,2024-09-25
后里,03F-194.4S,24.119011,120.536692,3,12,2261,2024-09-26,2024-11-26
后里,03F-194.1N,24.120947,120.534547,3,6,2132,2024-03-26,2024-05-26
后里,03F-194.1N,24.120947,120.534547,3,8,2633,2024-05-27,2024-07-28
后里,03F-194.1N,24.120947,120.534547,3,10,2258,2024-07-29,2024-09-25
后里,03F-194.1N,24.120947,120.534547,3,12,2264,2024-09-26,2024-11-26
員林,01F-196.0SN,24.085622,120.52785,4,5,4243,2024-03-04,2024-05-05
員林,01F-196.0SN,24.085622,120.52785,4,7,3919,2024-05-06,2024-07-02
員林,01F-196.0SN,24.085622,120.52785,4,9,4415,2024-07-03,2024-09-03
員林,01F-196.0SN,24.085622,120.52785,4,11,4131,2024-09-04,2024-11-04
員林,01F-201.1SN,24.040639,120.522786,3,6,3639,2024-04-17,2024-06-17
員林,01F-201.1SN,24.040639,120.522786,3,8,3832,2024-06-18,2024-08-18
員林,01F-201.1SN,24.040639,120.522786,3,10,3812,2024-08-19,2024-10-17
員林,01F-201.1SN,24.040639,120.522786,3,12,3514,2024-10-18,2024-12-17
員林,01F-208.9SN,23.971794,120.506117,3,6,3528,2024-03-26,2024-05-26
員林,01F-208.9SN,23.971794,120.506117,3,8,3667,2024-05-27,2024-07-28
員林,01F-208.9SN,23.971794,120.506117,3,10,3456,2024-07-29,2024-09-25
員林,01F-208.9SN,23.971794,120.506117,3,12,3655,2024-09-26,2024-11-26
員林,01F-224.9SN,23.830569,120.484881,3,6,3350,2024-04-12,2024-06-12
員林,01F-224.9SN,23.830569,120.484881,3,8,3535,2024-06-13,2024-08-13
員林,01F-224.9SN,23.830569,120.484881,3,10,3466,2024-08-14,2024-10-14
員林,01F-224.9SN,23.830569,120.484881,3,12,3146,2024-10-15,2024-12-12
員林,01F-215.6SN,23.912769,120.49765,3,5,3268,2024-03-04,2024-05-05
員林,01F-215.6SN,23.912769,120.49765,3,7,3326,2024-05-06,2024-07-02
員林,01F-215.6SN,23.912769,120.49765,3,9,3473,2024-07-03,2024-09-03
員林,01F-215.6SN,23.912769,120.49765,3,11,3383,2024-09-04,2024-11-04
員林,員林收費站,,,,5,2831,2024-04-18,2024-05-20
員林,員林收費站,,,,6,2791,2024-05-21,2024-06-18
員林,員林收費站,,,,7,3408,2024-06-19,2024-07-17
員林,員林收費站,,,,8,3388,2024-07-18,2024-08-19
員林,員林收費站,,,,9,3369,2024-08-20,2024-09-19
員林,員林收費站,,,,10,2881,2024-09-20,2024-10-20
員林,員林收費站,,,,11,2429,2024-10-21,2024-11-19
員林,員林收費站,,,,12,1820,2024-11-20,2024-12-18
新市,03F-289.9S,23.511683,120.486328,3,5,3224,2024-03-04,2024-05-05
新市,03F-289.9S,23.511683,120.486328,3,7,3177,2024-05-06,2024-07-02
新市,03F-289.9S,23.511683,120.486328,3,9,3211,2024-07-03,2024-09-03
新市,03F-289.9S,23.511683,120.486328,3,11,3231,2024-09-04,2024-11-04
新市,03F-292.3S,23.492078,120.494586,3,5,3524,2024-03-05,2024-05-06
新市,03F-292.3S,23.492078,120.494586,3,7,2984,2024-05-07,2024-07-03
新市,03F-292.3S,23.492078,120.494586,3,9,3155,2024-07-04,2024-09-04
新市,03F-292.3S,23.492078,120.494586,3,11,3156,2024-09-05,2024-11-05
新市,03F-298.5N,23.442486,120.4812,3,7,3076,2024-04-29,2024-06-26
新市,03F-298.5N,23.442486,120.4812,3,9,3249,2024-06-27,2024-08-28
新市,03F-298.5N,23.442486,120.4812,3,11,3224,2024-08-29,2024-10-29
新市,03F-298.5N,23.442486,120.4812,3,1,2808,2024-10-30,2024-12-26
新市,01F-251.4N,23.601989,120.435417,3,6,3564,2024-04-02,2024-06-03
新市,01F-251.4N,23.601989,120.435417,3,8,3537,2024-06-04,2024-08-05
新市,01F-251.4N,23.601989,120.435417,3,10,3363,2024-08-06,2024-10-03
新市,01F-251.4N,23.601989,120.435417,3,12,3242,2024-10-04,2024-12-04
新市,01F-267.4S,23.469403,120.3777,3,6,3430,2024-04-03,2024-06-04
新市,01F-267.4S,23.469403,120.3777,3,8,3505,2024-06-05,2024-08-06
新市,01F-267.4S,23.469403,120.3777,3,10,3781,2024-08-07,2024-10-06
新市,01F-267.4S,23.469403,120.3777,3,12,2985,2024-10-07,2024-12-05
新市,01F-271.4S,23.436367,120.361561,4,5,3885,2024-03-06,2024-05-07
新市,01F-271.4S,23.436367,120.361561,4,7,3490,2024-05-08,2024-07-04
新市,01F-271.4S,23.436367,120.361561,4,9,3791,2024-07-05,2024-09-05
新市,01F-271.4S,23.436367,120.361561,4,11,3700,2024-09-06,2024-11-06
新市,01F-260.3N,23.526739,120.405583,3,5,3476,2024-03-08,2024-05-09
新市,01F-260.3N,23.526739,120.405583,3,7,3318,2024-05-10,2024-07-08
新市,01F-260.3N,23.526739,120.405583,3,9,3508,2024-07-09,2024-09-09
新市,01F-260.3N,23.526739,120.405583,3,11,3363,2024-09-10,2024-11-10
新市,03F-284.0S,23.558125,120.505061,3,6,3251,2024-04-12,2024-06-12
新市,03F-284.0S,23.558125,120.505061,3,8,3338,2024-06-13,2024-08-13
新市,03F-284.0S,23.558125,120.505061,3,10,3332,2024-08-14,2024-10-14
新市,03F-284.0S,23.558125,120.505061,3,12,3125,2024-10-15,2024-12-12
新市,01F-325.2N,22.991814,120.248175,3,5,3726,2024-03-14,2024-05-15
新市,01F-325.2N,22.991814,120.248175,3,7,3468,2024-05-16,2024-07-14
新市,01F-325.2N,22.991814,120.248175,3,9,3794,2024-07-15,2024-09-15
新市,01F-325.2N,22.991814,120.248175,3,11,3586,2024-09-16,2024-11-14
新市,01F-328.6N,22.960903,120.249822,3,5,3779,2024-03-06,2024-05-07
新市,01F-328.6N,22.960903,120.249822,3,7,3490,2024-05-08,2024-07-04
新市,01F-328.6N,22.960903,120.249822,3,9,3819,2024-07-05,2024-09-05
新市,01F-328.6N,22.960903,120.249822,3,11,3712,2024-09-06,2024-11-06
新市,01F-322.7N,23.014172,120.249997,3,5,3750,2024-03-05,2024-05-06
新市,01F-322.7N,23.014172,120.249997,3,7,3434,2024-05-07,2024-07-03
新市,01F-322.7N,23.014172,120.249997,3,9,3771,2024-07-04,2024-09-04
新市,01F-322.7N,23.014172,120.249997,3,11,3670,2024-09-05,2024-11-05
新市,01F-318.5N,23.051311,120.253025,3,6,3702,2024-04-02,2024-06-03
新市,01F-318.5N,23.051311,120.253025,3,8,3736,2024-06-04,2024-08-05
新市,01F-318.5N,23.051311,120.253025,3,10,3469,2024-08-06,2024-10-03
新市,01F-318.5N,23.051311,120.253025,3,12,3565,2024-10-04,2024-12-04
田寮,03F-349.6SN,23.040203,120.325172,3,5,3407,2024-03-14,2024-05-15
田寮,03F-349.6SN,23.040203,120.325172,3,7,3285,2024-05-16,2024-07-14
田寮,03F-349.6SN,23.040203,120.325172,3,9,3487,2024-07-15,2024-09-15
田寮,03F-349.6SN,23.040203,120.325172,3,11,3241,2024-09-16,2024-11-14
田寮,03F-367.0SN,22.901969,120.354767,3,6,3083,2024-04-15,2024-06-13
田寮,03F-367.0SN,22.901969,120.354767,3,8,3149,2024-06-14,2024-08-14
田寮,03F-367.0SN,22.901969,120.354767,3,10,3231,2024-08-15,2024-10-15
田寮,03F-367.0SN,22.901969,120.354767,3,12,2920,2024-10-16,2024-12-15
田寮,03F-358.8SN,22.969758,120.340164,3,6,3155,2024-04-16,2024-06-16
田寮,03F-358.8SN,22.969758,120.340164,3,8,3240,2024-06-17,2024-08-15
田寮,03F-358.8SN,22.969758,120.340164,3,10,3157,2024-08-16,2024-10-16
田寮,03F-358.8SN,22.969758,120.340164,3,12,3073,2024-10-17,2024-12-16
新市,善化作業室,,,,5,998,2024-04-02,2024-05-06
新市,善化作業室,,,,6,867,2024-05-07,2024-06-03
新市,善化作業室,,,,7,1008,2024-06-04,2024-07-03
新市,善化作業室,,,,8,1124,2024-07-04,2024-08-05
新市,善化作業室,,,,9,991,2024-08-06,2024-09-04
新市,善化作業室,,,,10,954,2024-09-05,2024-10-03
新市,善化作業室,,,,11,1014,2024-10-04,2024-11-05
新市,善化作業室,,,,12,734,2024-11-06,2024-12-04
田寮,03F-344.5SN,23.085272,120.329033,3,5,3369,2024-02-27,2024-05-02
田寮,03F-344.5SN,23.085272,120.329033,3,7,3197,2024-05-03,2024-07-01
田寮,03F-344.5SN,23.085272,120.329033,3,9,3382,2024-07-02,2024-09-02
田寮,03F-344.5SN,23.085272,120.329033,3,11,3298,2024-09-03,2024-11-03
田寮,03F-344.5SN,23.085272,120.329033,3,1,2754,2024-11-04,2024-12-29
新市,03F-339.2N,23.132064,120.333711,3,6,3402,2024-04-10,2024-06-10
新市,03F-339.2N,23.132064,120.333711,3,8,3442,2024-06-11,2024-08-11
新市,03F-339.2N,23.132064,120.333711,3,10,3259,2024-08-12,2024-10-10
新市,03F-339.2N,23.132064,120.333711,3,12,3322,2024-10-11,2024-12-10
新市,01F-312.6S,23.104817,120.247681,3,5,3413,2024-03-19,2024-05-20
新市,01F-312.6S,23.104817,120.247681,3,7,3363,2024-05-21,2024-07-17
新市,01F-312.6S,23.104817,120.247681,3,9,3598,2024-07-18,2024-09-19
新市,01F-312.6S,23.104817,120.247681,3,11,3438,2024-09-20,2024-11-19
新市,新市作業室,,,,5,7358,2024-04-18,2024-05-20
新市,新市作業室,,,,6,6621,2024-05-21,2024-06-18
新市,新市作業室,,,,7,8453,2024-06-19,2024-07-17
新市,新市作業室,,,,8,8259,2024-07-18,2024-08-19
新市,新市作業室,,,,9,7647,2024-08-20,2024-09-19
新市,新市作業室,,,,10,6711,2024-09-20,2024-10-20
新市,新市作業室,,,,11,5970,2024-10-21,2024-11-19
新市,新市作業室,,,,12,5015,2024-11-20,2024-12-18
田寮,01F-355.9N,22.730903,120.334286,3,7,2249,2024-04-26,2024-06-25
田寮,01F-355.9N,22.730903,120.334286,3,9,2354,2024-06-26,2024-08-27
田寮,01F-355.9N,22.730903,120.334286,3,11,2307,2024-08-28,2024-10-28
田寮,01F-355.9N,22.730903,120.334286,3,1,2069,2024-10-29,2024-12-25
田寮,01F-356.1S,22.728956,120.333764,3,7,2325,2024-04-26,2024-06-25
田寮,01F-356.1S,22.728956,120.333764,3,9,2444,2024-06-26,2024-08-27
田寮,01F-356.1S,22.728956,120.333764,3,11,2380,2024-08-28,2024-10-28
田寮,01F-356.1S,22.728956,120.333764,3,1,2122,2024-10-29,2024-12-25
田寮,01F-353.5SN,22.752806,120.334056,3,6,3608,2024-04-01,2024-05-29
田寮,01F-353.5SN,22.752806,120.334056,3,8,3958,2024-05-30,2024-08-04
田寮,01F-353.5SN,22.752806,120.334056,3,10,3661,2024-08-05,2024-10-02
田寮,01F-353.5SN,22.752806,120.334056,3,12,3518,2024-10-03,2024-12-03
田寮,岡山維運站,,,,5,873,2024-04-03,2024-05-07
田寮,岡山維運站,,,,6,672,2024-05-08,2024-06-04
田寮,岡山維運站,,,,7,843,2024-06-05,2024-07-04
田寮,岡山維運站,,,,8,868,2024-07-05,2024-08-06
田寮,岡山維運站,,,,9,787,2024-08-07,2024-09-05
田寮,岡山維運站,,,,10,802,2024-09-06,2024-10-06
田寮,岡山維運站,,,,11,731,2024-10-07,2024-11-06
田寮,岡山維運站,,,,12,573,2024-11-07,2024-12-05
田寮,01F-346.0SN,22.818039,120.312731,3,6,3512,2024-04-03,2024-06-04
田寮,01F-346.0SN,22.818039,120.312731,3,8,3579,2024-06-05,2024-08-06
田寮,01F-346.0SN,22.818039,120.312731,3,10,3470,2024-08-07,2024-10-06
田寮,01F-346.0SN,22.818039,120.312731,3,12,3346,2024-10-07,2024-12-05
田寮,01F-336.6SN,22.892619,120.27215,3,6,3713,2024-04-03,2024-06-04
田寮,01F-336.6SN,22.892619,120.27215,3,8,3836,2024-06-05,2024-08-06
田寮,01F-336.6SN,22.892619,120.27215,3,10,3505,2024-08-07,2024-10-06
田寮,01F-336.6SN,22.892619,120.27215,3,12,3581,2024-10-07,2024-12-05
田寮,01F-339.8SN,22.867419,120.284989,3,6,3778,2024-04-08,2024-06-05
田寮,01F-339.8SN,22.867419,120.284989,3,8,3853,2024-06-06,2024-08-07
田寮,01F-339.8SN,22.867419,120.284989,3,10,3743,2024-08-08,2024-10-07
田寮,01F-339.8SN,22.867419,120.284989,3,12,3560,2024-10-08,2024-12-08
田寮,田寮維運站,,,,5,3134,2024-04-11,2024-05-13
田寮,田寮維運站,,,,6,2496,2024-05-14,2024-06-11
田寮,田寮維運站,,,,7,3072,2024-06-12,2024-07-10
田寮,田寮維運站,,,,8,3371,2024-07-11,2024-08-12
田寮,田寮維運站,,,,9,2811,2024-08-13,2024-09-11
田寮,田寮維運站,,,,10,2842,2024-09-12,2024-10-13
田寮,田寮維運站,,,,11,2506,2024-10-14,2024-11-12
田寮,田寮維運站,,,,12,1831,2024-11-13,2024-12-11
田寮,03F-374.3SN,22.845122,120.385428,3,5,3272,2024-03-12,2024-05-13
田寮,03F-374.3SN,22.845122,120.385428,3,7,3154,2024-05-14,2024-07-10
田寮,03F-374.3SN,22.845122,120.385428,3,9,3614,2024-07-11,2024-09-11
田寮,03F-374.3SN,22.845122,120.385428,3,11,3586,2024-09-12,2024-11-12
田寮,03F-425.9N,22.477464,120.531386,2,6,1980,2024-04-17,2024-06-17
田寮,03F-425.9N,22.477464,120.531386,2,8,2015,2024-06-18,2024-08-18
田寮,03F-425.9N,22.477464,120.531386,2,10,1900,2024-08-19,2024-10-17
田寮,03F-425.9N,22.477464,120.531386,2,12,1915,2024-10-18,2024-12-17
田寮,03F-426.3S,22.474661,120.530844,2,6,1936,2024-04-17,2024-06-17
田寮,03F-426.3S,22.474661,120.530844,2,8,1925,2024-06-18,2024-08-18
田寮,03F-426.3S,22.474661,120.530844,2,10,1947,2024-08-19,2024-10-17
田寮,03F-426.3S,22.474661,120.530844,2,12,1879,2024-10-18,2024-12-17
田寮,03F-423.2SN,22.501367,120.525775,2,5,3107,2024-03-14,2024-05-15
田寮,03F-423.2SN,22.501367,120.525775,2,7,2822,2024-05-16,2024-07-14
田寮,03F-423.2SN,22.501367,120.525775,2,9,3051,2024-07-15,2024-09-15
田寮,03F-423.2SN,22.501367,120.525775,2,11,2919,2024-09-16,2024-11-14
田寮,03F-416.8N,22.557408,120.524761,2,7,1977,2024-04-29,2024-06-26
田寮,03F-416.8N,22.557408,120.524761,2,9,2199,2024-06-27,2024-08-28
田寮,03F-416.8N,22.557408,120.524761,2,11,2097,2024-08-29,2024-10-29
田寮,03F-416.8N,22.557408,120.524761,2,1,1913,2024-10-30,2024-12-26
田寮,03F-416.8S,22.557186,120.524558,2,7,2001,2024-04-29,2024-06-26
田寮,03F-416.8S,22.557186,120.524558,2,9,2167,2024-06-27,2024-08-28
田寮,03F-416.8S,22.557186,120.524558,2,11,2080,2024-08-29,2024-10-29
田寮,03F-416.8S,22.557186,120.524558,2,1,1940,2024-10-30,2024-12-26
田寮,03F-414.2SN,22.579586,120.526161,2,6,3131,2024-04-03,2024-06-04
田寮,03F-414.2SN,22.579586,120.526161,2,8,3289,2024-06-05,2024-08-06
田寮,03F-414.2SN,22.579586,120.526161,2,10,2909,2024-08-07,2024-10-06
田寮,03F-414.2SN,22.579586,120.526161,2,12,3017,2024-10-07,2024-12-05
田寮,竹田維運站,,,,5,3968,2024-04-09,2024-05-09
田寮,竹田維運站,,,,6,3140,2024-05-10,2024-06-06
田寮,竹田維運站,,,,7,4096,2024-06-07,2024-07-08
田寮,竹田維運站,,,,8,3694,2024-07-09,2024-08-08
田寮,竹田維運站,,,,9,3718,2024-08-09,2024-09-09
田寮,竹田維運站,,,,10,2947,2024-09-10,2024-10-08
田寮,竹田維運站,,,,11,3370,2024-10-09,2024-11-10
田寮,竹田維運站,,,,12,2594,2024-11-11,2024-12-09
田寮,03F-402.1N,22.680347,120.563311,2,5,2097,2024-03-13,2024-05-14
田寮,03F-402.1N,22.680347,120.563311,2,7,1945,2024-05-15,2024-07-11
